user_id,item_id,rating,timestamp
758,93,5,881975922
825,844,2,892949244
646,908,3,888529054
807,102,4,892979501
589,304,5,883352599
221,76,4,875246662
532,1199,3,874789155
257,1260,2,880496892
535,382,5,879618058
313,604,4,891014552
786,322,3,882842463
271,411,1,885848062
13,121,5,882397503
646,349,2,888529127
537,184,3,886032246
224,689,3,888082246
747,939,3,888639362
504,499,4,887909595
591,86,5,891031171
943,201,5,888639351
94,475,5,885870362
892,184,4,886609726
823,433,4,878438379
846,492,3,883947737
638,50,4,876694704
320,241,4,884750968
823,426,4,878437658
871,1386,3,888193136
533,258,4,884007368
8,687,1,879361825
286,56,2,877531469
21,595,3,874951617
717,628,5,884644605
164,248,4,889402030
455,939,4,879111454
331,933,3,877196235
536,449,4,882361262
535,480,4,879618207
188,591,5,875072674
908,494,3,879723046
796,736,3,893047126
724,286,1,883758268
87,1183,3,879875995
59,290,3,888203750
936,274,3,886832858
296,134,5,884197264
622,755,4,882670211
666,650,5,880139409
682,184,4,888519307
223,257,4,891550005
692,127,3,876948910
161,286,2,891169991
774,659,3,888555864
121,300,3,891387810
716,514,5,879796331
463,243,1,877384970
568,486,4,877907720
99,1,4,886518459
472,143,4,875980823
727,411,3,883709905
889,1067,3,880177131
186,98,5,891719859
397,156,5,885350381
452,419,4,887719030
916,971,4,880845476
922,568,3,891450524
896,141,3,887159012
422,287,3,878199757
521,684,3,884478807
716,559,2,879796846
601,107,4,876347113
160,4,4,876861754
60,71,3,883327948
537,404,3,886031720
270,217,5,876956360
778,238,3,890725804
774,189,2,888557987
297,156,4,875240090
868,154,3,877107539
13,158,1,882142057
321,511,4,879440954
474,616,4,887924028
496,432,4,876066652
690,202,2,881177349
13,11,1,882397146
292,523,4,881105561
806,511,5,882387520
682,566,3,888519260
171,270,4,891034835
552,13,3,879222238
788,62,3,880870179
533,96,4,879438767
805,100,5,881695196
529,333,4,882534996
763,737,2,878919055
24,358,3,875246012
144,699,4,888106106
68,258,5,876973692
730,742,3,880310553
632,156,3,879457437
561,1524,4,885809897
766,447,3,891309522
10,234,4,877888877
343,154,5,876406552
284,906,3,885328836
894,340,4,879896756
70,63,3,884151168
151,707,4,879528537
763,135,5,878918332
589,313,5,883352434
488,880,3,891293606
320,869,4,884751068
503,137,5,879438072
874,20,3,888632615
645,654,5,892053686
828,52,3,891037639
918,168,3,891986999
271,31,4,885849325
451,333,5,879012550
99,310,3,885678348
365,150,5,891303950
451,879,4,879012580
650,419,4,891370971
14,32,5,890881485
833,201,4,875134150
21,327,3,874950932
698,121,2,886368545
883,945,4,891754985
323,993,4,878739488
798,769,2,876249507
690,357,5,881179122
178,318,5,882826982
181,696,2,878962997
712,738,4,874956841
822,1091,1,891038627
823,233,4,878439365
724,906,1,883757468
184,511,4,889908740
325,485,3,891478599
305,86,4,886323757
306,258,2,876503793
274,713,5,878945437
796,204,5,892662441
18,969,3,880131106
715,182,5,875965035
897,526,5,879990813
94,328,3,891724990
457,393,3,882548583
766,503,3,891309329
234,279,3,892333980
295,79,4,879517600
500,762,4,883865532
819,321,4,880381928
707,1024,5,890008041
465,7,5,883529916
268,172,5,875310031
286,212,1,877531830
716,601,4,879794892
299,418,4,889501790
286,89,4,877533381
835,486,4,891034084
577,1044,4,880475504
13,635,1,882396984
514,64,4,875462645
601,763,5,876348035
542,192,5,886533421
312,921,5,891699295
262,1135,3,879794599
457,227,4,882392853
194,222,1,879538960
589,294,5,883352600
557,1176,5,881179653
865,408,5,880143385
846,770,5,883948606
495,1039,5,888635180
499,886,4,885598215
548,358,2,891043547
788,56,3,880868235
275,679,3,880315080
774,758,1,888559036
405,1519,2,885546577
324,332,3,880574766
353,286,5,891402757
896,82,3,887159068
354,52,5,891217547
810,678,4,879895453
479,609,5,879461951
285,100,4,890595636
19,692,3,885412840
461,258,4,885355735
504,98,5,887832433
721,380,5,877138661
899,202,4,884122419
297,117,4,874954497
497,431,4,879310825
693,211,2,875484789
880,87,4,880241913
388,184,4,886441083
886,49,4,876032187
528,69,3,886101761
524,748,2,884321592
150,50,5,878746719
471,969,2,889828154
198,498,3,884207492
666,427,4,880139382
102,234,3,888802940
763,212,4,878920656
939,1054,4,880261868
70,48,4,884064574
450,1053,3,882396352
380,228,3,885479235
577,447,3,880475226
373,699,4,877105781
655,117,2,887426030
484,926,4,881450136
545,419,3,884134177
693,191,2,875482136
193,1407,3,889126146
520,1028,1,885170476
398,162,5,875811851
18,236,3,880131077
290,98,4,880474235
506,676,1,874945513
178,135,2,882826915
763,174,4,878919019
184,381,4,889909962
299,165,4,889501890
352,89,5,884289693
875,294,2,876464755
326,611,3,879875572
886,58,4,876032331
479,408,5,879460091
374,148,4,880392992
892,222,4,886608094
744,1134,3,881171482
567,209,4,882426812
823,459,4,878438379
285,346,4,890595456
101,255,4,877137015
459,16,2,879562939
458,83,4,886398071
458,152,5,886397275
354,61,5,891218091
645,198,3,892053644
216,47,4,880244870
347,276,3,881652657
385,201,4,879441982
908,98,5,879722300
826,399,4,885690790
303,181,5,879468082
416,332,4,876696823
374,978,2,880936233
493,186,5,884131897
388,682,4,886439808
371,449,3,880435733
734,97,4,891022993
410,323,3,888626990
577,215,5,880474556
117,977,3,881009738
574,300,4,891279012
7,214,5,891352384
453,1170,3,877562135
352,568,5,884290328
293,501,4,888906378
280,1114,4,891702199
868,179,4,877107056
417,132,4,879647850
854,855,4,882814063
313,154,2,891014753
393,29,4,889729398
110,376,2,886989340
399,22,3,882342834
6,200,3,883602422
244,62,2,880607269
457,197,5,882396705
458,939,4,886398187
664,770,4,876526659
921,659,5,884673799
625,212,3,891968320
661,189,4,876013850
23,1,5,874784615
878,82,3,880870609
693,230,2,875483381
788,518,3,880869754
846,470,5,883949200
907,1057,3,880159151
456,56,5,881373353
234,1453,2,892335415
538,566,3,877107765
588,184,4,890025951
406,432,5,879793081
877,566,4,882678547
80,205,5,887401533
854,294,2,882811742
593,468,3,886193438
843,485,2,879447007
552,15,3,879222484
786,203,4,882843753
655,1375,3,887426008
141,126,5,884585642
8,301,4,879361550
653,654,2,880606620
144,297,4,888104150
470,471,5,879178593
417,923,3,879647065
662,6,5,880571006
854,606,4,882813691
53,1087,4,879443329
459,222,4,879562994
927,155,4,879193972
553,186,3,879948552
269,142,1,891451570
458,208,4,886395963
390,124,4,879694232
301,651,5,882075994
263,135,5,891299877
58,654,5,884304865
342,188,3,875318936
640,578,3,874778612
21,244,4,874951349
218,56,3,881288574
363,288,4,891493723
474,289,3,887914906
119,597,4,874775465
60,492,5,883326525
236,179,1,890118417
896,542,3,887160677
463,127,5,890530105
174,953,5,886514377
268,241,3,875310603
295,843,4,879517994
272,187,5,879455043
608,1113,3,880406862
42,660,3,881108484
535,265,3,879619144
833,7,3,875035953
189,166,4,893265657
75,952,5,884050393
834,347,4,890860007
884,582,5,876859351
238,815,2,883576398
774,515,2,888556398
141,284,5,884585071
914,197,4,887122028
523,934,4,883702602
399,276,3,882510107
871,345,3,888192859
905,237,3,884983951
610,95,2,888703316
862,969,5,879304410
663,319,1,889492229
910,273,3,880821492
922,276,3,891453854
910,23,4,881421332
207,597,3,876018471
25,173,4,885852969
264,721,5,886123656
472,378,4,875981759
320,51,5,884750992
263,162,5,891299630
141,1,3,884584753
271,1266,2,885848943
506,209,4,874873529
880,41,1,880175239
246,616,5,884922475
494,127,5,879541080
15,282,3,879456204
655,639,3,887473803
331,503,4,877196504
800,50,4,887646263
876,289,3,879428145
145,738,3,875272927
691,1,5,875543346
806,521,3,882387595
458,285,4,886394423
936,1129,5,886833795
135,554,3,879858003
825,827,4,881184695
181,1280,1,878961668
886,549,3,876032929
315,204,5,879821158
13,659,3,882141335
932,435,4,891249821
894,1462,3,882404642
890,258,3,882404055
92,531,4,875653121
566,136,4,881649621
796,709,3,892676155
535,655,4,879618385
907,496,4,880159666
95,586,2,881599672
256,92,1,882164603
487,87,5,883445606
450,761,4,882398939
839,276,3,875751799
561,715,3,885809606
896,880,4,887235664
244,53,3,880607489
449,1372,4,880410834
417,125,5,879646369
592,183,5,882955613
717,286,3,884641644
903,302,4,891380461
834,284,4,890862468
582,293,5,882961082
536,94,4,882363972
896,1406,3,887160676
936,904,5,886831415
715,101,3,875964131
141,257,3,884584773
213,690,3,878870275
561,215,3,885809872
796,1299,2,892676043
883,496,2,891755066
322,50,5,887314418
327,792,4,887819021
497,385,3,879310792
181,870,2,878962623
429,210,4,882387731
264,100,5,886122261
328,132,5,885046420
428,875,4,885944136
262,72,3,879962366
77,100,3,884732716
89,275,5,879441307
275,393,3,880314772
805,5,4,881695293
495,386,3,888636837
59,513,4,888205144
737,156,5,884314693
727,408,4,883708895
838,1,5,887064024
658,923,3,875148059
608,448,5,880406593
660,1411,2,891201294
210,662,2,887730221
883,665,4,891695717
457,4,4,882397829
551,272,5,892775389
607,475,4,883879811
342,42,3,875319659
354,174,4,891218068
537,713,3,886030177
398,610,4,875745631
729,362,4,893286637
747,604,5,888638913
716,946,2,879796718
195,841,2,891841129
795,95,4,881529851
100,885,2,891375359
232,461,5,888549563
523,407,4,883702800
682,654,4,888520799
773,1252,4,888538643
330,71,5,876546236
712,388,3,874957053
214,285,5,892668153
339,226,2,891034744
899,455,3,884119910
878,1092,3,880867444
450,395,3,882470642
245,258,4,888513691
280,1459,4,891701747
627,526,4,879529916
889,642,3,880181455
393,384,3,889729508
406,427,4,879445897
907,928,5,880159198
648,475,1,884364250
655,224,3,887425845
13,890,1,883670672
505,471,4,889333392
251,427,4,886271675
62,1118,3,879375537
569,126,5,879793909
225,1203,5,879540778
279,288,3,875249102
478,68,1,889396582
363,328,3,891493840
360,963,5,880355448
869,756,1,884492780
535,1474,4,879618207
758,129,4,881975962
843,144,3,879444711
464,515,5,878354965
928,1025,5,880936022
551,479,3,892776380
456,1547,4,881373948
79,275,4,891271627
70,8,4,884064986
291,975,2,874834146
378,273,4,880044221
682,763,4,888521783
840,176,3,891204755
435,184,5,884131771
38,79,3,892430309
188,54,4,875074589
848,638,5,887038073
350,654,5,882345918
882,172,5,879864970
270,441,5,876956420
674,742,5,887762714
551,356,4,892783829
895,117,3,879438082
308,578,2,887738847
839,121,3,875752237
159,220,5,880557782
294,50,5,877819353
101,597,3,877136928
110,94,4,886989473
222,449,4,878184899
491,100,5,891186806
341,292,5,890757659
842,1395,4,891218060
892,613,5,886608714
806,195,3,882388328
44,222,4,883613334
788,1303,3,880871577
59,121,4,888203313
137,96,5,881433654
20,148,5,879668713
463,813,4,877385125
932,515,4,891249373
741,399,2,891457456
694,630,3,875728912
297,148,3,875239619
332,174,5,888359866
929,50,4,878402162
655,13,3,887426237
94,1046,2,891723262
711,652,4,879993824
659,609,4,891385769
860,678,3,887754112
95,403,1,879196457
880,174,4,880167670
642,1053,3,886207279
758,1292,1,880672876
232,302,5,885939473
726,323,3,889828641
425,363,1,878739095
492,657,3,879969345
293,549,3,888907166
746,684,4,885075337
776,444,2,892920423
882,455,3,879862652
504,423,4,887840960
878,496,5,880867387
504,716,4,887909532
934,228,4,891193778
503,423,5,880472321
312,432,5,891699491
72,628,4,880035857
835,357,5,891033232
669,329,1,891182771
189,492,3,893265535
328,149,2,885048730
41,96,4,890687019
201,1073,2,884111899
21,473,3,874951245
351,879,5,879481461
263,622,4,891299949
716,96,2,879795122
582,93,5,882960844
714,284,3,892777438
348,276,3,886523456
523,792,4,883702263
844,300,3,877381268
724,1591,1,883757468
838,187,3,887067019
486,1272,3,879875154
7,543,3,891351772
128,490,5,879966785
322,23,5,887314417
313,333,4,891012877
352,82,3,884290328
658,96,4,875147873
251,183,5,886271733
299,511,4,878192311
11,423,5,891904174
915,305,2,891030070
451,306,2,879012684
199,508,4,883782899
276,569,4,874791169
370,209,5,879435461
207,239,3,876079016
883,919,4,891692713
234,69,4,892078567
876,19,5,879428354
42,433,2,881108760
881,96,3,876537718
158,177,4,880134407
286,340,4,879780905
130,268,4,875801210
30,319,4,875060217
846,143,5,883948804
393,278,4,887744473
642,102,5,885603849
21,760,1,874951293
932,503,4,891249962
244,17,2,880607205
215,168,5,891436024
641,434,4,879370259
883,873,3,891695173
932,191,4,891249620
326,199,5,879875552
413,276,4,879969674
402,118,4,876267096
537,614,3,886031473
655,726,2,887475055
659,170,3,891045943
387,774,3,886481737
83,832,3,883868300
854,421,3,882814028
23,59,4,874785526
253,705,5,891628598
867,273,3,880078991
247,258,5,893097024
392,333,4,891037531
3,328,5,889237455
460,311,5,882912418
354,1119,4,891307114
548,295,5,891044304
222,157,4,878181976
64,265,4,879365491
327,650,4,887745699
804,419,3,879444624
409,9,4,881107992
313,465,3,891030096
297,137,5,874954425
540,473,3,882157687
458,588,5,886396460
890,193,4,882402826
847,151,4,878775914
771,762,2,880659970
495,167,4,888636958
227,294,3,879035431
184,665,2,889910098
661,230,4,888300344
43,742,5,883955650
804,367,3,879445605
487,258,5,883440613
484,778,5,891195246
697,270,5,882622481
385,111,2,879440267
311,68,1,884365824
54,328,4,880928957
681,1394,5,885409742
727,250,5,883709242
334,433,5,891628158
821,180,5,874793517
749,748,3,878846384
92,546,2,875640512
896,872,3,887157322
339,73,3,891035003
861,584,5,881274815
339,65,4,891033452
300,1094,5,875650298
458,519,4,886395899
552,1152,3,879222002
329,303,4,891655350
311,179,2,884365357
588,1219,2,890028385
38,451,5,892431727
417,541,2,879649389
157,740,2,886889876
698,195,4,886366483
632,845,4,879459677
831,316,3,891354338
559,1556,3,891033759
746,121,3,885075337
328,204,3,885045993
321,89,3,879440716
592,297,5,882607844
622,484,3,882669803
705,373,3,883428237
639,215,1,891239271
532,136,5,892865321
405,808,1,885546487
102,95,4,883748488
327,497,4,887818658
593,181,4,875658800
606,951,2,880928181
145,1025,4,877343020
448,268,3,891888367
588,178,5,890015323
311,8,4,884364465
45,100,5,881010742
617,185,5,883789042
666,474,5,880139323
632,357,4,879456844
312,653,5,891698365
519,879,5,883248595
291,427,4,874868304
458,293,5,886396767
221,1250,2,875247855
287,181,3,875333964
676,895,1,892685562
474,258,4,887914688
383,474,5,891193072
755,264,2,882570077
339,222,4,891033512
201,334,4,884110927
653,728,2,880153568
399,318,5,882342589
573,685,3,885843779
117,411,3,880126232
843,627,2,879447718
312,131,5,891699702
880,380,3,880242281
627,197,5,879529730
823,423,5,878438780
388,237,5,886436813
607,137,4,883879556
693,56,4,875483268
733,1338,4,879536608
686,12,5,879545758
405,364,1,885547766
407,234,3,875042268
504,1522,3,887840942
561,497,4,885809064
474,42,4,887923923
144,165,4,888105993
385,557,2,879446786
183,222,4,892323453
579,286,4,880951444
686,603,5,879546847
921,1047,1,879380015
887,1028,5,881379059
214,11,5,892668153
399,824,2,882341445
894,874,4,879982788
618,193,4,891308432
715,1045,2,875965171
57,1047,4,883697679
847,716,3,878941370
621,263,1,883800011
305,856,5,886323839
880,194,5,880174623
405,715,1,885546445
271,429,4,885848672
405,228,1,885547910
174,168,1,886434621
328,503,3,885047696
379,317,5,880525001
830,176,3,891561673
426,483,5,879442226
527,466,2,879455765
118,511,5,875384885
757,358,3,888443570
863,906,4,889289570
543,700,2,874865923
437,1227,3,880142630
561,178,4,885807713
894,310,3,882403366
435,273,5,884131298
796,199,3,892662223
393,126,4,887743647
197,895,3,891409199
782,681,3,891498436
479,265,4,879460918
496,191,5,876072632
809,328,5,891036989
618,423,5,891309886
663,313,5,889491617
516,204,4,891290649
62,290,3,879373007
13,96,4,882140104
126,752,3,887855342
250,9,2,878089547
347,123,3,881654301
901,118,3,877127250
796,378,4,893218764
593,9,3,875659306
144,1101,4,888105312
7,181,3,891351287
539,155,4,879788480
828,26,3,891037948
399,403,3,882350502
463,319,1,889936589
243,280,1,879987148
151,64,5,879524536
87,25,4,879876811
622,581,4,882670562
617,201,1,883789465
899,157,4,884122419
766,507,3,891309878
521,475,3,884475889
474,186,4,887925977
645,488,4,892053241
922,56,1,891447628
457,284,3,882394010
643,55,4,891448218
860,1059,1,891536049
380,708,3,885478759
553,111,4,879948869
125,657,3,892836422
617,396,1,883789590
18,276,5,880130829
98,173,1,880498935
717,289,4,884641911
707,220,2,880060549
796,100,3,892611093
902,302,3,879463109
878,485,3,880866103
790,559,3,885156773
189,118,1,893264735
492,483,2,879969210
261,596,2,890456142
327,201,5,887820828
595,246,4,886921068
666,483,5,880139348
28,100,5,881957425
18,856,5,880131676
416,14,4,876697017
241,332,3,887249841
634,290,3,877017891
566,1028,2,881651339
627,157,4,879530110
268,385,3,875310206
796,117,5,892660283
293,14,3,888904985
486,300,4,879874388
62,306,4,879371909
10,385,4,877886783
482,321,3,887644023
185,287,5,883526288
121,315,4,891389282
886,789,3,876031656
188,234,4,875073048
663,282,3,889492759
545,142,3,884135088
301,138,2,882079446
16,476,3,877720437
933,679,1,874939078
663,475,4,889492435
833,357,4,875038709
716,86,5,879796072
537,501,3,886032000
363,428,5,891495742
450,526,4,882396245
20,144,2,879669401
354,533,5,891216805
561,200,4,885807743
766,527,5,891309558
658,171,4,875147448
629,56,5,880117430
216,147,4,880232787
538,12,4,877107633
535,221,3,879618700
532,1011,5,893119491
922,747,3,891448247
807,181,5,892528954
682,151,5,888523115
518,284,4,876823324
128,468,1,879968243
176,286,2,886046979
405,578,1,885548093
194,432,4,879524007
361,770,3,879441352
1,36,2,875073180
804,49,2,879447476
606,239,4,880926339
704,1296,4,891397015
276,11,5,874787497
2,100,5,888552084
186,595,3,879023390
659,659,3,891332006
757,472,3,888445086
383,340,5,891192276
543,194,3,874864870
758,135,5,881974742
348,288,5,886522495
300,257,4,875650267
690,194,4,881177349
374,252,3,880394179
642,28,5,885603636
593,140,4,875671226
804,199,5,879442239
64,651,4,889740795
561,135,4,885809336
480,1388,4,891207665
407,1041,3,876345492
890,452,2,882404723
286,379,5,877533771
18,188,3,880129388
912,427,5,875965830
429,686,2,882385519
622,230,3,882592815
437,197,5,880141962
619,33,3,885954133
718,222,4,883348712
421,79,4,892241459
429,697,3,882385858
802,200,4,875985686
295,133,4,879517432
650,205,4,891370971
476,1037,1,883365384
308,19,3,887737383
802,760,3,875986303
666,479,4,880139642
896,527,4,887159723
392,172,5,891038401
339,657,4,891032221
493,271,1,884129823
406,660,3,882461650
292,484,5,881105625
864,69,5,888889863
279,152,5,882146492
932,521,5,891249994
380,151,4,885478759
87,775,2,879876848
313,502,3,891017395
363,705,2,891495371
18,732,3,880131698
847,222,5,878775470
13,816,1,882396983
316,292,4,880853072
432,628,5,889416398
8,241,4,879362423
13,308,3,881514726
64,898,2,889737106
344,70,3,884901561
64,650,3,889740225
535,1396,4,879618058
833,4,3,875123781
193,38,3,889126055
814,441,2,885411347
417,17,4,879648183
330,763,5,876544337
479,195,4,879460939
119,226,3,887038665
232,204,4,888549515
907,1244,5,880159381
331,454,3,877196702
643,255,4,892502414
178,246,4,884837324
465,615,3,883530991
822,235,3,891039543
695,991,5,888806011
727,1217,3,883711965
749,470,5,878849259
456,186,4,881374048
933,239,3,874938412
294,354,3,889241377
326,444,4,879877413
588,83,5,890015435
757,559,4,888467400
704,14,3,891397190
435,628,5,884132990
457,584,4,882548615
291,124,5,874834481
832,678,2,888259984
551,596,5,892784049
716,200,4,879795606
659,506,3,891385379
152,80,5,882477572
198,185,3,884209264
586,928,3,884065665
535,132,5,879619035
854,147,3,882812492
320,385,4,884749327
615,259,1,879447642
862,977,4,879302877
201,1428,4,884114099
435,318,5,884131385
650,561,3,891370113
454,956,2,888266955
267,665,4,878973825
707,1211,4,886287268
238,255,3,883576644
919,255,4,875289170
654,546,4,887863885
514,243,2,885181043
639,111,2,891239613
316,707,4,880853485
763,941,3,878915958
330,97,5,876547220
552,1620,3,879222071
694,185,4,875729520
43,692,5,883955884
92,252,4,886443582
102,200,3,888803051
232,508,1,880062447
504,729,5,887832571
222,357,4,881059014
851,10,3,875730030
556,132,5,882136396
201,773,4,884112627
363,237,2,891496306
328,11,3,885047450
711,51,4,879994778
37,665,3,880916046
664,657,5,876526685
82,834,1,884714618
912,498,5,875965830
189,194,5,893265428
537,99,2,886031375
239,14,5,889179478
737,180,4,884314644
890,210,4,882403587
422,117,2,875129975
452,7,5,885816915
339,55,3,891032765
864,225,3,878179608
620,625,3,889988005
627,125,2,879530346
44,96,4,878347633
389,496,4,879991218
896,161,3,887159302
158,825,4,880133029
346,541,3,874951104
847,732,4,878940510
169,127,4,891359354
655,344,4,888204230
174,905,3,890168415
405,851,1,885549407
394,172,4,880886919
765,14,5,880346204
301,385,3,882077055
23,143,3,874786066
313,674,2,891029918
58,111,4,884304638
276,686,3,874792547
67,1047,3,875379750
452,259,2,888494119
882,473,3,879862936
435,693,3,884131118
437,189,2,881001946
303,705,5,879467105
771,694,3,880659894
927,1284,4,879181133
548,17,3,891044596
239,497,4,889180578
342,535,3,874984727
838,127,5,887063657
275,826,2,876197904
168,126,5,884287962
653,550,3,890181186
301,719,4,882079542
456,864,4,881371660
796,785,5,893047287
532,96,5,892867296
96,181,5,884403687
286,423,4,877532385
586,222,3,884057387
312,430,5,891699426
26,148,3,891377540
886,663,4,876032823
768,762,1,883835210
116,916,2,892683699
363,70,2,891496373
880,719,3,880174961
70,408,4,884152129
305,49,3,886324962
864,228,5,888888067
249,117,4,879640414
904,97,4,879735678
575,111,1,878148329
761,864,4,876190336
830,612,4,891898061
64,392,3,889737542
851,204,4,875731567
642,38,4,885843141
59,202,4,888205714
523,1047,5,883702800
652,748,3,882566948
758,38,3,881980408
642,542,5,885606609
278,245,3,891295230
935,120,3,884472942
896,299,1,887235709
699,13,4,879146941
727,198,4,883710687
26,685,3,891371676
308,487,4,887736798
716,663,5,879795467
193,300,4,889123039
5,434,5,875637033
298,284,4,884126240
903,409,4,891031794
201,800,2,884114713
141,831,2,884585470
132,286,3,891278680
655,211,3,887428334
450,1184,1,882397049
887,8,4,881380025
487,779,2,884050879
422,665,5,879744143
435,786,4,884133657
18,949,3,880131559
894,111,3,880416102
38,133,2,892429873
875,651,5,876466687
655,537,3,887489086
308,117,3,887738620
649,1244,3,891440676
334,629,4,891548460
299,244,2,877878001
595,678,1,886920819
354,222,3,891216854
917,696,5,882912385
317,331,4,891446190
406,420,4,879793112
625,855,4,891953479
561,12,5,885809356
13,153,4,882139901
295,229,4,879519010
374,405,4,880392992
471,1219,4,889828026
23,522,4,874785447
437,79,4,880143855
73,187,5,888625934
774,8,1,888556090
862,544,5,879304196
738,71,3,875350352
40,880,3,889041643
303,291,3,879484804
647,568,4,876533832
62,298,4,879372304
436,239,3,887769952
429,72,2,882387551
408,347,3,889679761
456,423,3,881374586
